Evaluations,BestFitness,SolutionArray
10,-8.75,[3, 1, 3, 1, 1, 1, 1, 1]
20,-55.75,[1, 1, 3, 1, 3, 1, 0, 0]
30,-55.75,[1, 1, 3, 1, 3, 1, 0, 0]
40,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
50,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
60,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
70,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
80,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
90,-84.92307692307692,[1, 1, 3, 1, 1, 1, 1, 1]
100,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
110,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
120,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
130,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
140,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
150,-2762.969696969697,[1, 1, 1, 1, 1, 1, 1, 1]
160,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
170,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
180,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
190,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
200,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
210,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
220,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
230,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
240,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
250,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
260,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
270,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
280,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
290,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
300,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
310,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
320,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
330,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
340,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
350,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
360,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
370,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
380,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
390,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
400,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
410,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
420,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
430,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
440,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
450,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
460,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
470,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
480,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
490,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
500,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
510,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
520,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
530,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
540,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
550,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
560,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
570,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
580,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
590,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
600,-17761.8,[1, 1, 1, 1, 1, 1, 0, 1]
